Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Tecmo Koei,E
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04,70.0,14,7.5,11,Rising Star Games,E
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Media Works,E
Tsumiki: Block Drop Mania,DS,2007,Action,RED Entertainment,0.04,0.0,0.0,0.0,0.04,68.0,22,7.4,20,RED Entertainment,E
Crushed Baseball,GBA,2004,Sports,Griptonite Games,0.03,0.01,0.0,0.0,0.04,75.0,18,7.4,15,Griptonite Games,E
Dark Arena,GBA,2002,Shooter,Graphic State,0.03,0.01,0.0,0.0,0.04,65.0,17,7.4,27,Graphic State,T
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
Heatseeker,PSP,2007,Action,IR Gurus,0.04,0.0,0.0,0.0,0.04,49.0,7,7.4,20,IR Gurus,T
Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,69.0,17,7.1,13,Mindscape,E
TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,17,8.3,6,Codemasters,T
My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.0,0.04,75.0,18,7.4,15,Big Ben Interactive,E
Shaun the Sheep,DS,2008,Adventure,Art,0.04,0.0,0.0,0.0,0.04,58.0,5,7.6,14,Art,E
Battlezone,PS4,2016,Action,Rebellion,0.02,0.02,0.0,0.01,0.04,66.0,39,7.0,31,Rebellion,T
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,70.0,14,7.5,11,Sony Computer Entertainment,E
Growlanser,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Atlus,E
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,FuRyu,E
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,69.0,17,7.1,13,Ubisoft,E
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Paon,E
Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,69.0,17,7.1,13,Virgin Interactive,E
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Playmore,E
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Compile Heart,E
Pro Evolution Soccer 2016,PC,2015,Sports,Konami,0.0,0.04,0.0,0.0,0.04,76.0,12,4.3,15,Konami,E
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23,7.7,21,Success,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,PlatinumGames,0.03,0.01,0.0,0.0,0.04,55.0,14,6.0,38,PlatinumGames,T
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,70.0,14,7.5,11,Sega,E
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Kadokawa Shoten,E
RollerCoaster Tycoon,PC,9999,Strategy,Chris Sawyer,0.02,0.02,0.0,0.01,0.04,73.0,24,7.8,22,Chris Sawyer,E
Runaway: A Twist of Fate,PC,2009,Adventure,Pendulo Studios,0.0,0.04,0.0,0.01,0.04,79.0,15,8.2,40,Pendulo Studios,T
Disney's Meet the Robinsons,GC,2007,Action,Avalanche Software,0.03,0.01,0.0,0.0,0.04,68.0,5,7.4,20,Avalanche Software,E10+
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Konami Digital Entertainment,E
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Nippon Ichi Software,E
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Nintendo,E
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,68.0,22,7.4,20,Disney Interactive Studios,E
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04,69.0,17,7.7,16,Sega,E
FlatOut 2,XB,2006,Racing,Bugbear,0.03,0.01,0.0,0.0,0.04,73.0,38,7.3,8,Bugbear,T
Gem Smashers,3DS,2011,Platform,Frame Studios Interactive,0.04,0.0,0.0,0.0,0.04,69.0,17,7.7,16,Frame Studios Interactive,E
Rogue Trooper,PS2,2006,Shooter,Rebellion,0.02,0.02,0.0,0.01,0.04,71.0,37,8.2,9,Rebellion,T
Backyard Baseball '09,Wii,2008,Sports,Humongous Entertainment,0.04,0.0,0.0,0.0,0.04,37.0,4,7.8,5,Humongous Entertainment,E
Spy Fiction,PS2,2003,Action,Access Games,0.02,0.02,0.0,0.01,0.04,61.0,33,7.4,20,Access Games,M
Justice League: Chronicles,GBA,2003,Platform,Full-Fat,0.03,0.01,0.0,0.0,0.04,43.0,7,7.7,16,Full-Fat,E
Tom Clancy's HAWX,PC,2009,Action,Ubisoft Romania,0.0,0.03,0.0,0.01,0.04,70.0,23,7.3,125,Ubisoft Romania,T
Enemy Front,X360,2014,Shooter,CI Games,0.02,0.02,0.0,0.0,0.04,35.0,8,5.8,78,CI Games,M
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Sony Computer Entertainment,E
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04,73.0,32,7.4,27,SCi,E
Honda ATV Fever,Wii,2010,Racing,Beyond Reality,0.04,0.0,0.0,0.0,0.04,69.0,17,7.4,15,Beyond Reality,E
Top Gun,DS,2006,Simulation,InterActive Vision Games,0.04,0.0,0.0,0.0,0.04,48.0,8,7.5,19,InterActive Vision Games,E10+
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,69.0,17,7.1,13,Zoo Digital Publishing,E
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
King Arthur,GC,2004,Action,Krome Studios,0.03,0.01,0.0,0.0,0.04,60.0,14,7.4,20,Krome Studios,T
Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,68.0,22,7.4,20,Zoo Digital Publishing,E
Shantae and the Pirate's Curse,3DS,2015,Platform,WayForward,0.01,0.0,0.03,0.0,0.04,82.0,18,8.5,86,WayForward,E10+
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,SystemSoft,0.03,0.01,0.0,0.0,0.04,74.0,11,8.8,6,SystemSoft,E
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Aqua Plus,E
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,69.0,17,7.4,15,Popcorn Arcade,E
Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04,68.0,22,7.4,20,Ubisoft,E
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04,69.0,17,7.7,16,Banpresto,E
Advance Guardian Heroes,GBA,2004,Role-Playing,Treasure,0.03,0.01,0.0,0.0,0.04,65.0,25,7.8,33,Treasure,E
Castle of Shikigami III,Wii,2007,Shooter,Alfa System,0.04,0.0,0.0,0.0,0.04,67.0,9,7.6,9,Alfa System,T
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Koei Tecmo Games,0.03,0.0,0.0,0.01,0.04,80.0,20,8.1,46,Koei Tecmo Games,T
FIFA Street 2,DS,2006,Sports,Exient Entertainment,0.04,0.0,0.0,0.0,0.04,43.0,5,7.5,4,Exient Entertainment,E
Star X,GBA,2002,Shooter,Graphic State,0.03,0.01,0.0,0.0,0.04,60.0,10,7.4,27,Graphic State,E
City Life: World Edition,PC,2007,Simulation,Monte Cristo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7,8.2,9,Monte Cristo Multimedia,E
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,SNK Playmore,E
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Compile Heart,E
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,MTO,E
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23,8.2,50,5pb,M
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Spike,E
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Aqua Plus,E
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Konami Digital Entertainment,E
Mechanic Escape,PS3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,69.0,17,7.7,16,D3Publisher,E
Battle vs. Chess,PS3,9999,Misc,"Targem Games, TopWare Interactive",0.0,0.03,0.0,0.01,0.04,69.0,17,7.1,13,"Targem Games, TopWare Interactive",T
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Takara Tomy,E
WarTech: Senko no Ronde,X360,2006,Fighting,G.Rev,0.04,0.0,0.0,0.0,0.04,60.0,33,6.1,7,G.Rev,T
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Spike,E
True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Enterbrain,E
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Tommo,E
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Level 5,E
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04,68.0,22,7.4,20,Infogrames,E
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,PlatinumGames,0.01,0.03,0.0,0.0,0.04,68.0,22,4.3,16,PlatinumGames,T
Strike Force Bowling,XB,2004,Sports,Lab Rats Games,0.03,0.01,0.0,0.0,0.04,54.0,10,7.4,15,Lab Rats Games,E
IL-2 Sturmovik: 1946,PC,2006,Simulation,1C: Maddox Games,0.0,0.04,0.0,0.01,0.04,86.0,9,8.8,115,1C: Maddox Games,T
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,76.0,5,7.1,13,Ubisoft,E
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,66.0,17,7.6,14,Sega,E
Coraline,DS,2009,Action,Art,0.04,0.0,0.0,0.0,0.04,68.0,22,7.4,20,Art,E
Red Ninja: End of Honor,PS2,2005,Action,Opus,0.02,0.02,0.0,0.01,0.04,47.0,17,5.0,7,Opus,M
Praetorians,PC,2003,Strategy,Pyro Studios,0.0,0.04,0.0,0.0,0.04,78.0,23,8.2,38,Pyro Studios,T
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0.0,0.0,0.0,0.04,69.0,17,7.1,13,Unknown,E
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,66.0,17,8.4,29,Telltale Games,M
Smash Court Tennis 3,PSP,2007,Sports,"Namco Bandai Games America, Namco Bandai Games",0.01,0.01,0.01,0.01,0.04,68.0,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
SX Superstar,XB,2003,Racing,Acclaim,0.03,0.01,0.0,0.0,0.04,53.0,17,7.4,15,Acclaim,T
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Marvelous Interactive,E
LEGO Friends,3DS,2013,Action,Hellbent Games,0.0,0.04,0.0,0.0,0.04,43.0,4,8.3,4,Hellbent Games,E
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Namco Bandai Games,E
Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Alchemist,E
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Takara Tomy,E
Guild Wars Trilogy,PC,2005,Role-Playing,ArenaNet,0.0,0.03,0.0,0.01,0.04,74.0,30,8.8,8,ArenaNet,T
SPRay,Wii,2008,Action,EKO Software,0.04,0.0,0.0,0.0,0.04,42.0,16,4.5,6,EKO Software,E10+
Outlaw Tennis,XB,2005,Sports,Hypnotix,0.03,0.01,0.0,0.0,0.04,66.0,45,7.7,6,Hypnotix,M
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Namco Bandai Games,E
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Dimps Corporation,0.0,0.0,0.04,0.0,0.04,72.0,25,6.3,4,Dimps Corporation,T
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.04,75.0,18,7.4,15,Microsoft Game Studios,E
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04,68.0,22,7.4,20,TDK Mediactive,E
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Square Enix,E
Brothers: A Tale of Two Sons,XOne,2015,Adventure,Starbreeze,0.03,0.01,0.0,0.0,0.04,81.0,6,8.9,26,Starbreeze,T
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,68.0,22,7.4,20,Electronic Arts,E
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,73.0,32,7.4,27,Popcorn Arcade,E
Attack of the Movies 3D,X360,2010,Shooter,Panic Button,0.04,0.0,0.0,0.0,0.04,38.0,8,1.7,10,Panic Button,T
The History Channel: Great Battles - Medieval,PS3,9999,Strategy,Slitherine Software,0.0,0.03,0.0,0.01,0.04,73.0,24,7.8,22,Slitherine Software,E
Igor: The Game,DS,2008,Adventure,Artefacts Studio,0.04,0.0,0.0,0.0,0.04,43.0,4,7.6,14,Artefacts Studio,E
Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,ChunSoft,E
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,FuRyu,E
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Marvelous Interactive,E
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Atomic Planet Entertainment,0.04,0.0,0.0,0.0,0.04,66.0,17,7.6,14,Atomic Planet Entertainment,E10+
Get Up and Dance,PS3,2011,Misc,Crave,0.03,0.0,0.0,0.0,0.04,69.0,17,7.1,13,Crave,T
Secret Files: Tunguska,PC,2006,Adventure,Fusionsphere Systems,0.0,0.04,0.0,0.0,0.04,66.0,26,7.4,38,Fusionsphere Systems,T
The Monkey King: The Legend Begins,Wii,2007,Shooter,Opera House,0.04,0.0,0.0,0.0,0.04,73.0,32,7.4,27,Opera House,E
The Invincible Iron Man,GBA,2002,Action,Torus Games,0.03,0.01,0.0,0.0,0.04,68.0,9,7.4,20,Torus Games,E
NASCAR 07,XB,2006,Racing,EA Tiburon,0.03,0.01,0.0,0.0,0.04,72.0,26,7.0,4,EA Tiburon,E
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami,0.02,0.02,0.0,0.0,0.04,74.0,7,8.3,13,Konami,E
Casual Mania!,DS,2010,Puzzle,Foreign Media,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,Foreign Media,E
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Midas Interactive Entertainment,E
Scaler,XB,2004,Platform,Artificial Mind and Movement,0.03,0.01,0.0,0.0,0.04,69.0,25,7.7,16,Artificial Mind and Movement,E
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Namco Bandai Games,E
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Konami Digital Entertainment,E
Emergency Room: Real Life Rescues,DS,2009,Simulation,Legacy Interactive,0.04,0.0,0.0,0.0,0.04,70.0,17,7.5,19,Legacy Interactive,T
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Electronic Arts,E
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04,75.0,18,7.4,15,3DO,E
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,"Examu, Marvelous Inc.",0.01,0.0,0.02,0.0,0.04,70.0,33,6.9,28,"Examu, Marvelous Inc.",T
Puyo Pop Fever,PSP,2004,Puzzle,Sonic Team,0.0,0.0,0.04,0.0,0.04,68.0,9,7.5,11,Sonic Team,E
Thrillville: Off the Rails,DS,2007,Strategy,DC Studios,0.03,0.01,0.0,0.0,0.04,59.0,6,6.2,5,DC Studios,E
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Nintendo,E
Bloody Roar Extreme,XB,2003,Fighting,Eighting/Raizing,0.03,0.01,0.0,0.0,0.04,61.0,22,8.6,9,Eighting/Raizing,T
Clockwork Empires,PC,9999,Strategy,Gaslamp Games,0.0,0.04,0.0,0.0,0.04,58.0,7,3.8,5,Gaslamp Games,RP
Split/Second,PC,2010,Racing,Black Rock Studio,0.0,0.04,0.0,0.01,0.04,79.0,18,8.2,116,Black Rock Studio,E10+
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04,67.0,10,7.4,15,Microids,E
Resident Evil 6,PC,2012,Shooter,"Capcom, QLOC",0.0,0.04,0.0,0.0,0.04,69.0,18,5.9,27,"Capcom, QLOC",M
Amagami,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Kadokawa Games,E
Dead Head Fred,PSP,2007,Action,Vicious Cycle,0.04,0.0,0.0,0.0,0.04,75.0,30,7.3,23,Vicious Cycle,M
MLB SlugFest 20-04,GC,2003,Sports,Midway,0.03,0.01,0.0,0.0,0.04,76.0,14,7.4,15,Midway,E
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,37.0,19,7.4,20,Conspiracy Entertainment,M
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Sega,E
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Gust,E
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Data Design Interactive,0.04,0.0,0.0,0.0,0.04,69.0,17,0.2,5,Data Design Interactive,E
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0.0,0.02,0.01,0.04,72.0,25,7.6,24,Arc System Works,E
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,75.0,18,7.4,15,Take-Two Interactive,E
Amnesia,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Nintendo,E
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,73.0,32,7.4,27,SNK Playmore,E
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
Ride to Hell,PS3,2013,Racing,"Eutechnyx, Deep Silver",0.02,0.01,0.0,0.01,0.04,13.0,4,1.0,15,"Eutechnyx, Deep Silver",M
Need for Speed: ProStreet,PC,2007,Racing,EA Games,0.0,0.04,0.0,0.01,0.04,70.0,18,5.9,163,EA Games,E10+
Digimon Rumble Arena 2,GC,2004,Fighting,Black Ship Games,0.03,0.01,0.0,0.0,0.04,71.0,5,8.1,7,Black Ship Games,T
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,66.0,17,7.6,14,Ubisoft,T
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft Osaka,0.03,0.0,0.0,0.0,0.04,46.0,4,5.8,10,Ubisoft Osaka,E
Rodea the Sky Soldier,3DS,2015,Action,"Prope, Kadokawa",0.03,0.0,0.0,0.0,0.04,45.0,7,5.6,37,"Prope, Kadokawa",E10+
Major League Baseball 2K12,PC,2012,Sports,Visual Concepts,0.04,0.0,0.0,0.0,0.04,75.0,18,5.7,15,Visual Concepts,E
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Rocket Company,E
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Nippon Ichi Software,E
Pac-Man World Rally,PSP,2006,Racing,Smart Bomb Interactive,0.04,0.0,0.0,0.0,0.04,51.0,9,7.4,15,Smart Bomb Interactive,E
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Spike,E
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,Oxygen Interactive,E
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Namco Bandai Games,E
Hellboy: The Science of Evil,PSP,2008,Action,Krome Studios,0.04,0.0,0.0,0.0,0.04,42.0,14,7.1,13,Krome Studios,T
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Paprikari,0.04,0.0,0.0,0.0,0.04,56.0,4,7.5,11,Paprikari,E
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Prototype,E
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,69.0,17,7.1,13,Tecmo Koei,E
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Konami Digital Entertainment,E
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,Sony Computer Entertainment,E
The Sims Deluxe,PC,2002,Simulation,Maxis,0.01,0.02,0.0,0.01,0.04,92.0,6,8.2,77,Maxis,T
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,70.0,17,7.5,19,505 Games,E
B.L.U.E.: Legend of Water,PS,9999,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Unknown,E
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Enix Corporation,E
Horses 3D,3DS,2012,Misc,Neko Entertainment,0.04,0.0,0.0,0.0,0.04,69.0,17,6.3,4,Neko Entertainment,E
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,Traveller's Tales,0.02,0.02,0.0,0.0,0.04,78.0,14,7.7,35,Traveller's Tales,E10+
Bullet Girls 2,PSV,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,D3Publisher,E
The Sims 2: Pets,PC,2006,Simulation,Maxis,0.01,0.02,0.0,0.01,0.04,76.0,23,7.7,40,Maxis,T
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,"Pipeworks Software, Inc.",0.04,0.0,0.0,0.0,0.04,37.0,5,6.3,4,"Pipeworks Software, Inc.",M
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,JoWood Productions,E
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,73.0,24,7.8,22,Take-Two Interactive,E
